x,s,v,rho_over_rho0
8.322525307073361635e-05,2.958598763724611331e-04,-4.733215786925859092e+00,9.999999893389707184e-01
8.386424955565742489e-05,2.981314635652606497e-04,-4.733215786700974981e+00,9.999999891746138569e-01
8.450815220178459371e-05,3.004204918126744889e-04,-4.733215786472625197e+00,9.999999890077225784e-01
8.515699867820756392e-05,3.027270950256377800e-04,-4.733215786240754674e+00,9.999999888382592461e-01
8.581082694323897606e-05,3.050514081432422701e-04,-4.733215786005310122e+00,9.999999886661838921e-01
8.646967524663244143e-05,3.073935671406312678e-04,-4.733215785766236472e+00,9.999999884914553272e-01
8.713358213181958997e-05,3.097537090369522662e-04,-4.733215785523476882e+00,9.999999883140339163e-01
8.780258643816567156e-05,3.121319719033751596e-04,-4.733215785276975396e+00,9.999999881338772489e-01
8.847672730324087828e-05,3.145284948711670023e-04,-4.733215785026675171e+00,9.999999879509441358e-01
8.915604416511082990e-05,3.169434181398339870e-04,-4.733215784772515811e+00,9.999999877651907232e-01
8.984057676464294294e-05,3.193768829853209411e-04,-4.733215784514438695e+00,9.999999875765739343e-01
9.053036514783170555e-05,3.218290317682771752e-04,-4.733215784252383429e+00,9.999999873850490273e-01
9.122544966814163838e-05,3.243000079423858121e-04,-4.733215783986287839e+00,9.999999871905728144e-01
9.192587098886738589e-05,3.267899560627532353e-04,-4.733215783716091529e+00,9.999999869930980001e-01
9.263167008551336391e-05,3.292990217943691719e-04,-4.733215783441730551e+00,9.999999867925797314e-01
9.334288824819002262e-05,3.318273519206246737e-04,-4.733215783163139179e+00,9.999999865889699358e-01
9.405956708403022154e-05,3.343750943519026840e-04,-4.733215782880254352e+00,9.999999863822227608e-01
9.478174851962250440e-05,3.369423981342274232e-04,-4.733215782593007681e+00,9.999999861722872474e-01
9.550947480346458091e-05,3.395294134579871751e-04,-4.733215782301334329e+00,9.999999859591159890e-01
9.624278850843431842e-05,3.421362916667178961e-04,-4.733215782005164129e+00,9.999999857426590255e-01
9.698173253428052018e-05,3.447631852659578406e-04,-4.733215781704428693e+00,9.999999855228652867e-01
9.772635011013297535e-05,3.474102479321707071e-04,-4.733215781399057853e+00,9.999999852996832583e-01
9.847668479703066942e-05,3.500776345217332408e-04,-4.733215781088979668e+00,9.999999850730612039e-01
9.923278049047100098e-05,3.527655010799973204e-04,-4.733215780774122194e+00,9.999999848429459437e-01
9.999468142297687431e-05,3.554740048504159591e-04,-4.733215780454409938e+00,9.999999846092835210e-01
1.007624321666852050e-04,3.582033042837451452e-04,-4.733215780129770067e+00,9.999999843720187576e-01
1.015360776359535859e-04,3.609535590473105177e-04,-4.733215779800126199e+00,9.999999841310972526e-01
1.023156630899887184e-04,3.637249300343507502e-04,-4.733215779465401063e+00,9.999999838864614965e-01
1.031012341354933294e-04,3.665175793734278833e-04,-4.733215779125515610e+00,9.999999836380552010e-01
1.038928367293346234e-04,3.693316704379126839e-04,-4.733215778780390792e+00,9.999999833858189691e-01
1.046905171812329818e-04,3.721673678555434601e-04,-4.733215778429946674e+00,9.999999831296954023e-01
1.054943221564706116e-04,3.750248375180545348e-04,-4.733215778074099767e+00,9.999999828696234383e-01
1.063042986786221763e-04,3.779042465908837045e-04,-4.733215777712768357e+00,9.999999826055425700e-01
1.071204941323049563e-04,3.808057635229488151e-04,-4.733215777345867181e+00,9.999999823373908470e-01
1.079429562659518310e-04,3.837295580565055456e-04,-4.733215776973310085e+00,9.999999820651055416e-01
1.087717331946036150e-04,3.866758012370738202e-04,-4.733215776595009139e+00,9.999999817886232600e-01
1.096068734027248526e-04,3.896446654234477056e-04,-4.733215776210878190e+00,9.999999815078787213e-01
1.104484257470393318e-04,3.926363242977756718e-04,-4.733215775820824867e+00,9.999999812228065332e-01
1.112964394593887057e-04,3.956509528757226569e-04,-4.733215775424758576e+00,9.999999809333407486e-01
1.121509641496128785e-04,3.986887275167092719e-04,-4.733215775022588723e+00,9.999999806394122004e-01
1.130120498084514661e-04,4.017498259342270088e-04,-4.733215774614218496e+00,9.999999803409532761e-01
1.138797468104692581e-04,4.048344272062371491e-04,-4.733215774199552861e+00,9.999999800378932546e-01
1.147541059170022122e-04,4.079427117856443733e-04,-4.733215773778495894e+00,9.999999797301621918e-01
1.156351782791280460e-04,4.110748615108561856e-04,-4.733215773350948119e+00,9.999999794176864798e-01
1.165230154406576455e-04,4.142310596164180156e-04,-4.733215772916810948e+00,9.999999791003949534e-01
1.174176693411514651e-04,4.174114907437353268e-04,-4.733215772475979577e+00,9.999999787782121174e-01
1.183191923189570954e-04,4.206163409518727048e-04,-4.733215772028354529e+00,9.999999784510631429e-01
1.192276371142715933e-04,4.238457977284396799e-04,-4.733215771573828334e+00,9.999999781188707582e-01
1.201430568722271881e-04,4.271000500005605769e-04,-4.733215771112297077e+00,9.999999777815581359e-01
1.210655051459994322e-04,4.303792881459234023e-04,-4.733215770643650622e+00,9.999999774390458951e-01
1.219950358999411958e-04,4.336837040039209974e-04,-4.733215770167779723e+00,9.999999770912536556e-01
1.229317035127385491e-04,4.370134908868703082e-04,-4.733215769684574248e+00,9.999999767381002602e-01
1.238755627805930581e-04,4.403688435913246258e-04,-4.733215769193919620e+00,9.999999763795032193e-01
1.248266689204264289e-04,4.437499584094663284e-04,-4.733215768695701264e+00,9.999999760153784889e-01
1.257850775731117010e-04,4.471570331405931359e-04,-4.733215768189803718e+00,9.999999756456410260e-01
1.267508448067275484e-04,4.505902671026871978e-04,-4.733215767676107966e+00,9.999999752702042333e-01
1.277240271198385596e-04,4.540498611440758501e-04,-4.733215767154493214e+00,9.999999748889794038e-01
1.287046814448009437e-04,4.575360176551837165e-04,-4.733215766624837784e+00,9.999999745018786079e-01
1.296928651510922503e-04,4.610489405803689972e-04,-4.733215766087018217e+00,9.999999741088109184e-01
1.306886360486685474e-04,4.645888354298581503e-04,-4.733215765540908393e+00,9.999999737096838537e-01
1.316920523913453977e-04,4.681559092917651397e-04,-4.733215764986379526e+00,9.999999733044041550e-01
1.327031728802066982e-04,4.717503708442095630e-04,-4.733215764423303717e+00,9.999999728928774534e-01
1.337220566670378611e-04,4.753724303675210816e-04,-4.733215763851547742e+00,9.999999724750070484e-01
1.347487633577872644e-04,4.790222997565448987e-04,-4.733215763270979259e+00,9.999999720506959067e-01
1.357833530160522872e-04,4.827001925330338646e-04,-4.733215762681459715e+00,9.999999716198436639e-01
1.368258861665935886e-04,4.864063238581420095e-04,-4.733215762082853217e+00,9.999999711823490678e-01
1.378764237988762745e-04,4.901409105450129982e-04,-4.733215761475020322e+00,9.999999707381115321e-01
1.389350273706367600e-04,4.939041710714597118e-04,-4.733215760857817145e+00,9.999999702870265850e-01
1.400017588114795019e-04,4.976963255927500810e-04,-4.733215760231100688e+00,9.999999698289868677e-01
1.410766805264985861e-04,5.015175959544828548e-04,-4.733215759594722627e+00,9.999999693638874643e-01
1.421598553999297275e-04,5.053682057055684275e-04,-4.733215758948535523e+00,9.999999688916184626e-01
1.432513467988279644e-04,5.092483801113039917e-04,-4.733215758292386610e+00,9.999999684120698396e-01
1.443512185767758204e-04,5.131583461665550515e-04,-4.733215757626124898e+00,9.999999679251286855e-01
1.454595350776178111e-04,5.170983326090316948e-04,-4.733215756949592290e+00,9.999999674306817576e-01
1.465763611392250385e-04,5.210685699326712264e-04,-4.733215756262629803e+00,9.999999669286128157e-01
1.477017620972888138e-04,5.250692904011240161e-04,-4.733215755565079341e+00,9.999999664188045090e-01
1.488358037891417390e-04,5.291007280613375767e-04,-4.733215754856775703e+00,9.999999659011381548e-01
1.499785525576106081e-04,5.331631187572526392e-04,-4.733215754137553688e+00,9.999999653754911844e-01
1.511300752548960628e-04,5.372567001435958308e-04,-4.733215753407245430e+00,9.999999648417420284e-01
1.522904392464851254e-04,5.413817116997876036e-04,-4.733215752665679510e+00,9.999999642997655647e-01
1.534597124150905930e-04,5.455383947439468740e-04,-4.733215751912682734e+00,9.999999637494344507e-01
1.546379631646237717e-04,5.497269924470135150e-04,-4.733215751148078354e+00,9.999999631906196784e-01
1.558252604241948023e-04,5.539477498469695107e-04,-4.733215750371686958e+00,9.999999626231910188e-01
1.570216736521458931e-04,5.582009138631765545e-04,-4.733215749583329135e+00,9.999999620470159112e-01
1.582272728401149095e-04,5.624867333108215248e-04,-4.733215748782818366e+00,9.999999614619589083e-01
1.594421285171290228e-04,5.668054589154695143e-04,-4.733215747969967246e+00,9.999999608678836749e-01
1.606663117537319974e-04,5.711573433277353619e-04,-4.733215747144587482e+00,9.999999602646502117e-01
1.618998941661405880e-04,5.755426411380603529e-04,-4.733215746306483673e+00,9.999999596521190748e-01
1.631429479204354958e-04,5.799616088916090479e-04,-4.733215745455461310e+00,9.999999590301449359e-01
1.643955457367817885e-04,5.844145051032743161e-04,-4.733215744591320551e+00,9.999999583985837992e-01
1.656577608936846103e-04,5.889015902728045575e-04,-4.733215743713858892e+00,9.999999577572870058e-01
1.669296672322747351e-04,5.934231269000393456e-04,-4.733215742822871164e+00,9.999999571061047865e-01
1.682113391606288684e-04,5.979793795002673676e-04,-4.733215741918149533e+00,9.999999564448847078e-01
1.695028516581232605e-04,6.025706146197033026e-04,-4.733215740999481724e+00,9.999999557734724487e-01
1.708042802798187901e-04,6.071971008510759380e-04,-4.733215740066651911e+00,9.999999550917102464e-01
1.721157011608823943e-04,6.118591088493464990e-04,-4.733215739119444265e+00,9.999999543994385620e-01
1.734371910210397790e-04,6.165569113475376749e-04,-4.733215738157634966e+00,9.999999536964959690e-01
1.747688271690648557e-04,6.212907831726925331e-04,-4.733215737180999305e+00,9.999999529827175992e-01
1.761106875073011090e-04,6.260610012619482502e-04,-4.733215736189309020e+00,9.999999522579364752e-01
1.774628505362204223e-04,6.308678446787416814e-04,-4.733215735182332295e+00,9.999999515219830659e-01
1.788253953590141052e-04,6.357115946291310490e-04,-4.733215734159832877e+00,9.999999507746855087e-01
1.801984016862211624e-04,6.405925344782474086e-04,-4.733215733121572733e+00,9.999999500158677224e-01
1.815819498403918543e-04,6.455109497668749200e-04,-4.733215732067307613e+00,9.999999492453529593e-01
1.829761207607855989e-04,6.504671282281504876e-04,-4.733215730996791493e+00,9.999999484629614743e-01
1.843809960081072821e-04,6.554613598044009863e-04,-4.733215729909773017e+00,9.999999476685093036e-01
1.857966577692773133e-04,6.604939366641001839e-04,-4.733215728805999056e+00,9.999999468618107068e-01
1.872231888622410923e-04,6.655651532189668261e-04,-4.733215727685209373e+00,9.999999460426772790e-01
1.886606727408126553e-04,6.706753061411823086e-04,-4.733215726547143731e+00,9.999999452109169518e-01
1.901091934995574335e-04,6.758246943807490800e-04,-4.733215725391535678e+00,9.999999443663356580e-01
1.915688358787123627e-04,6.810136191829806651e-04,-4.733215724218113429e+00,9.999999435087351118e-01
1.930396852691420966e-04,6.862423841061209267e-04,-4.733215723026603428e+00,9.999999426379140299e-01
1.945218277173358236e-04,6.915112950391074167e-04,-4.733215721816725896e+00,9.999999417536700186e-01
1.960153499304397810e-04,6.968206602194610376e-04,-4.733215720588199282e+00,9.999999408557954661e-01
1.975203392813310228e-04,7.021707902513230461e-04,-4.733215719340734928e+00,9.999999399440808734e-01
1.990368838137275087e-04,7.075619981236206443e-04,-4.733215718074041511e+00,9.999999390183118564e-01
2.005650722473401515e-04,7.129945992283826233e-04,-4.733215716787821492e+00,9.999999380782725877e-01
2.021049939830618625e-04,7.184689113791851121e-04,-4.733215715481774666e+00,9.999999371237425771e-01
2.036567391081979604e-04,7.239852548297460782e-04,-4.733215714155595499e+00,9.999999361544991139e-01
2.052203984017371820e-04,7.295439522926621843e-04,-4.733215712808974018e+00,9.999999351703142692e-01
2.067960633396608309e-04,7.351453289582835556e-04,-4.733215711441594920e+00,9.999999341709591150e-01
2.083838261002959988e-04,7.407897125137427206e-04,-4.733215710053137570e+00,9.999999331561989502e-01
2.099837795697062452e-04,7.464774331621187517e-04,-4.733215708643276898e+00,9.999999321257962981e-01
2.115960173471275439e-04,7.522088236417611090e-04,-4.733215707211685164e+00,9.999999310795102403e-01
2.132206337504418227e-04,7.579842192457479253e-04,-4.733215705758023972e+00,9.999999300170960836e-01
2.148577238216968000e-04,7.638039578415080052e-04,-4.733215704281955816e+00,9.999999289383048051e-01
2.165073833326643636e-04,7.696683798905806263e-04,-4.733215702783134304e+00,9.999999278428844951e-01
2.181697087904439715e-04,7.755778284685347192e-04,-4.733215701261208608e+00,9.999999267305782480e-01
2.198447974431090959e-04,7.815326492850422193e-04,-4.733215699715823455e+00,9.999999256011262716e-01
2.215327472853948659e-04,7.875331907040957272e-04,-4.733215698146614692e+00,9.999999244542639998e-01
2.232336570644326572e-04,7.935798037643956295e-04,-4.733215696553218166e+00,9.999999232897229806e-01
2.249476262855250677e-04,7.996728421998789251e-04,-4.733215694935259954e+00,9.999999221072307654e-01
2.266747552179689776e-04,8.058126624604196797e-04,-4.733215693292361692e+00,9.999999209065107975e-01
2.284151449009195112e-04,8.119996237326748733e-04,-4.733215691624137911e+00,9.999999196872820795e-01
2.301688971493028957e-04,8.182340879611038273e-04,-4.733215689930198700e+00,9.999999184492591731e-01
2.319361145597710356e-04,8.245164198691364932e-04,-4.733215688210147043e+00,9.999999171921524210e-01
2.337169005167043874e-04,8.308469869805125028e-04,-4.733215686463582372e+00,9.999999159156677253e-01
2.355113591982605609e-04,8.372261596407836078e-04,-4.733215684690094349e+00,9.999999146195061028e-01
2.373195955824674002e-04,8.436543110389738706e-04,-4.733215682889268194e+00,9.999999133033641296e-01
2.391417154533661811e-04,8.501318172294183156e-04,-4.733215681060683799e+00,9.999999119669343850e-01
2.409778254071981234e-04,8.566590571537548854e-04,-4.733215679203911286e+00,9.999999106099038970e-01
2.428280328586424292e-04,8.632364126631002785e-04,-4.733215677318516335e+00,9.999999092319552529e-01
2.446924460470981501e-04,8.698642685403810450e-04,-4.733215675404059297e+00,9.999999078327658220e-01
2.465711740430183408e-04,8.765430125228510557e-04,-4.733215673460091644e+00,9.999999064120081993e-01
2.484643267542890432e-04,8.832730353247680247e-04,-4.733215671486156850e+00,9.999999049693495401e-01
2.503720149326598798e-04,8.900547306602536951e-04,-4.733215669481796617e+00,9.999999035044532247e-01
2.522943501802237063e-04,8.968884952663278226e-04,-4.733215667446537545e+00,9.999999020169756392e-01
2.542314449559438341e-04,9.037747289261121621e-04,-4.733215665379906234e+00,9.999999005065688396e-01
2.561834125822351916e-04,9.107138344922254903e-04,-4.733215663281417740e+00,9.999998989728793308e-01
2.581503672515915102e-04,9.177062179103428856e-04,-4.733215661150581788e+00,9.999998974155482889e-01
2.601324240332679124e-04,9.247522882429510312e-04,-4.733215658986899221e+00,9.999998958342114497e-01
2.621296988800106637e-04,9.318524576932721119e-04,-4.733215656789864667e+00,9.999998942284985537e-01
2.641423086348423260e-04,9.390071416293842765e-04,-4.733215654558962093e+00,9.999998925980341236e-01
2.661703710378955927e-04,9.462167586085144886e-04,-4.733215652293671916e+00,9.999998909424367977e-01
2.682140047333022009e-04,9.534817304015282685e-04,-4.733215649993462115e+00,9.999998892613174428e-01
2.702733292761339934e-04,9.608024820176054841e-04,-4.733215647657795344e+00,9.999998875542850385e-01
2.723484651393956978e-04,9.681794417290964447e-04,-4.733215645286124484e+00,9.999998858209390162e-01
2.744395337210747340e-04,9.756130410965850770e-04,-4.733215642877895313e+00,9.999998840608741446e-01
2.765466573512408415e-04,9.831037149941261166e-04,-4.733215640432542948e+00,9.999998822736780868e-01
2.786699592992050657e-04,9.906519016346952353e-04,-4.733215637949497179e+00,9.999998804589326218e-01
2.808095637807284562e-04,9.982580425958148106e-04,-4.733215635428174473e+00,9.999998786162130893e-01
2.829655959652915332e-04,1.005922582845395884e-03,-4.733215632867987743e+00,9.999998767450885007e-01
2.851381819834144962e-04,1.013645970767760749e-03,-4.733215630268335694e+00,9.999998748451210950e-01
2.873274489340372248e-04,1.021428658189877823e-03,-4.733215627628609923e+00,9.999998729158665611e-01
2.895335248919554965e-04,1.029271100407795798e-03,-4.733215624948193145e+00,9.999998709568719280e-01
2.917565389153111430e-04,1.037173756213272515e-03,-4.733215622226459196e+00,9.999998689676810049e-01
2.939966210531450366e-04,1.045137087920621540e-03,-4.733215619462769475e+00,9.999998669478261659e-01
2.962539023530021175e-04,1.053161561393750004e-03,-4.733215616656479163e+00,9.999998648968358994e-01
2.985285148686008774e-04,1.061247646073421079e-03,-4.733215613806930122e+00,9.999998628142301449e-01
3.008205916675556440e-04,1.069395815004706195e-03,-4.733215610913456217e+00,9.999998606995218475e-01
3.031302668391640796e-04,1.077606544864667974e-03,-4.733215607975378880e+00,9.999998585522151817e-01
3.054576755022492154e-04,1.085880315990238754e-03,-4.733215604992012437e+00,9.999998563718089928e-01
3.078029538130649121e-04,1.094217612406322244e-03,-4.733215601962657892e+00,9.999998541577914679e-01
3.101662389732624684e-04,1.102618921854115266e-03,-4.733215598886606479e+00,9.999998519096460203e-01
3.125476692379143139e-04,1.111084735819628999e-03,-4.733215595763139660e+00,9.999998496268459602e-01
3.149473839236053554e-04,1.119615549562453941e-03,-4.733215592591523802e+00,9.999998473088566042e-01
3.173655234165798891e-04,1.128211862144721123e-03,-4.733215589371018162e+00,9.999998449551361634e-01
3.198022291809574135e-04,1.136874176460307695e-03,-4.733215586100870453e+00,9.999998425651337453e-01
3.222576437670056338e-04,1.145602999264246340e-03,-4.733215582780313291e+00,9.999998401382901303e-01
3.247319108194827476e-04,1.154398841202380812e-03,-4.733215579408570406e+00,9.999998376740367734e-01
3.272251750860379516e-04,1.163262216841229628e-03,-4.733215575984852208e+00,9.999998351717979128e-01
3.297375824256810659e-04,1.172193644698092630e-03,-4.733215572508359337e+00,9.999998326309869068e-01
3.322692798173158563e-04,1.181193647271387833e-03,-4.733215568978276444e+00,9.999998300510105631e-01
3.348204153683365103e-04,1.190262751071208356e-03,-4.733215565393777524e+00,9.999998274312639213e-01
3.373911383232945866e-04,1.199401486650134366e-03,-4.733215561754025025e+00,9.999998247711345822e-01
3.399815990726274932e-04,1.208610388634260126e-03,-4.733215558058167183e+00,9.999998220700002660e-01
3.425919491614590651e-04,1.217889995754479300e-03,-4.733215554305337136e+00,9.999998193272288116e-01
3.452223412984625371e-04,1.227240850877990997e-03,-4.733215550494659141e+00,9.999998165421776219e-01
3.478729293647966469e-04,1.236663501040067116e-03,-4.733215546625240577e+00,9.999998137141953292e-01
3.505438684231058683e-04,1.246158497476046500e-03,-4.733215542696175504e+00,9.999998108426205734e-01
3.532353147265924727e-04,1.255726395653584742e-03,-4.733215538706543768e+00,9.999998079267812257e-01
3.559474257281589559e-04,1.265367755305153805e-03,-4.733215534655413670e+00,9.999998049659950539e-01
3.586803600896161666e-04,1.275083140460775595e-03,-4.733215530541836635e+00,9.999998019595687238e-01
3.614342776909686313e-04,1.284873119481030283e-03,-4.733215526364848991e+00,9.999997989067989090e-01
3.642093396397647130e-04,1.294738265090294256e-03,-4.733215522123473740e+00,9.999997958069712922e-01
3.670057082805241295e-04,1.304679154410254326e-03,-4.733215517816718787e+00,9.999997926593610087e-01
3.698235472042330700e-04,1.314696368993659376e-03,-4.733215513443576938e+00,9.999997894632306483e-01
3.726630212579166166e-04,1.324790494858350863e-03,-4.733215509003023236e+00,9.999997862178326979e-01
3.755242965542807164e-04,1.334962122521537705e-03,-4.733215504494020287e+00,9.999997829224074319e-01
3.784075404814302656e-04,1.345211847034342208e-03,-4.733215499915510271e+00,9.999997795761842445e-01
3.813129217126634660e-04,1.355540268016617493e-03,-4.733215495266425599e+00,9.999997761783792072e-01
3.842406102163360595e-04,1.365947989692014057e-03,-4.733215490545675586e+00,9.999997727281982884e-01
3.871907772658081783e-04,1.376435620923337991e-03,-4.733215485752156226e+00,9.999997692248338010e-01
3.901635954494609630e-04,1.387003775248158571e-03,-4.733215480884744863e+00,9.999997656674652902e-01
3.931592386807959065e-04,1.397653070914710522e-03,-4.733215475942304629e+00,9.999997620552608657e-01
3.961778822086064046e-04,1.408384130918051294e-03,-4.733215470923677337e+00,9.999997583873748708e-01
3.992197026272327367e-04,1.419197583036516715e-03,-4.733215465827688817e+00,9.999997546629495471e-01
4.022848778868905553e-04,1.430094059868435323e-03,-4.733215460653147133e+00,9.999997508811128144e-01
4.053735873040822620e-04,1.441074198869140644e-03,-4.733215455398840810e+00,9.999997470409800471e-01
4.084860115720884534e-04,1.452138642388265798e-03,-4.733215450063540608e+00,9.999997431416527416e-01
4.116223327715358557e-04,1.463288037707310453e-03,-4.733215444645997749e+00,9.999997391822180726e-01
4.147827343810527555e-04,1.474523037077518292e-03,-4.733215439144944803e+00,9.999997351617491148e-01
4.179674012879989152e-04,1.485844297758022068e-03,-4.733215433559093910e+00,9.999997310793058425e-01
4.211765197992856937e-04,1.497252482054304808e-03,-4.733215427887139448e+00,9.999997269339323536e-01
4.244102776522716818e-04,1.508748257356933150e-03,-4.733215422127751815e+00,9.999997227246594234e-01
4.276688640257472968e-04,1.520332296180604672e-03,-4.733215416279585419e+00,9.999997184505011738e-01
4.309524695510029142e-04,1.532005276203493799e-03,-4.733215410341269802e+00,9.999997141104578491e-01
4.342612863229782069e-04,1.543767880306884822e-03,-4.733215404311417629e+00,9.999997097035138172e-01
4.375955079115035327e-04,1.555620796615133413e-03,-4.733215398188616696e+00,9.999997052286377919e-01
4.409553293726201431e-04,1.567564718535907229e-03,-4.733215391971432595e+00,9.999997006847819447e-01
4.443409472599949895e-04,1.579600344800764344e-03,-4.733215385658413155e+00,9.999996960708839033e-01
4.477525596364157596e-04,1.591728379506014441e-03,-4.733215379248079557e+00,9.999996913858633096e-01
4.511903660853812154e-04,1.603949532153921319e-03,-4.733215372738932558e+00,9.999996866286249286e-01
4.546545677227744188e-04,1.616264517694197041e-03,-4.733215366129448043e+00,9.999996817980543184e-01
4.581453672086287644e-04,1.628674056565830889e-03,-4.733215359418079693e+00,9.999996768930216051e-01
4.616629687589860614e-04,1.641178874739239024e-03,-4.733215352603257209e+00,9.999996719123791511e-01
4.652075781578397253e-04,1.653779703758722058e-03,-4.733215345683385422e+00,9.999996668549607781e-01
4.687794027691771196e-04,1.666477280785272613e-03,-4.733215338656846072e+00,9.999996617195835436e-01
4.723786515491070078e-04,1.679272348639685797e-03,-4.733215331521993363e+00,9.999996565050456310e-01
4.760055350580876194e-04,1.692165655846026824e-03,-4.733215324277159297e+00,9.999996512101271273e-01
4.796602654732404756e-04,1.705157956675404591e-03,-4.733215316920646565e+00,9.999996458335882465e-01
4.833430566007673236e-04,1.718250011190111280e-03,-4.733215309450736541e+00,9.999996403741715501e-01
4.870541238884543481e-04,1.731442585288071184e-03,-4.733215301865677738e+00,9.999996348305989491e-01
4.907936844382777570e-04,1.744736450747651647e-03,-4.733215294163698239e+00,9.999996292015734811e-01
4.945619570191056970e-04,1.758132385272814877e-03,-4.733215286342993267e+00,9.999996234857776445e-01
4.983591620794936830e-04,1.771631172538603487e-03,-4.733215278401734949e+00,9.999996176818743976e-01
5.021855217605843266e-04,1.785233602236994651e-03,-4.733215270338063441e+00,9.999996117885050495e-01
5.060412599090994938e-04,1.798940470123086034e-03,-4.733215262150092251e+00,9.999996058042910363e-01
5.099266020904392018e-04,1.812752578061657509e-03,-4.733215253835904690e+00,9.999995997278313675e-01
5.138417756018733235e-04,1.826670734074065496e-03,-4.733215245393556536e+00,9.999995935577044026e-01
5.177870094858436642e-04,1.840695752385529144e-03,-4.733215236821071592e+00,9.999995872924666296e-01
5.217625345433585205e-04,1.854828453472742852e-03,-4.733215228116443463e+00,9.999995809306519989e-01
5.257685833474972856e-04,1.869069664111882786e-03,-4.733215219277634667e+00,9.999995744707703693e-01
5.298053902570171864e-04,1.883420217426977263e-03,-4.733215210302578413e+00,9.999995679113119484e-01
5.338731914300602014e-04,1.897880952938627973e-03,-4.733215201189173271e+00,9.999995612507407428e-01
5.379722248379729520e-04,1.912452716613138219e-03,-4.733215191935287613e+00,9.999995544874981102e-01
5.421027302792234132e-04,1.927136360911983542e-03,-4.733215182538755172e+00,9.999995476200022049e-01
5.462649493934347176e-04,1.941932744841696080e-03,-4.733215172997376818e+00,9.999995406466446468e-01
5.504591256755163222e-04,1.956842734004099991e-03,-4.733215163308920559e+00,9.999995335657944073e-01
5.546855044899129178e-04,1.971867200646961263e-03,-4.733215153471119763e+00,9.999995263757952557e-01
5.589443330849555797e-04,1.987007023714999852e-03,-4.733215143481669607e+00,9.999995190749633167e-01
5.632358606073270850e-04,2.002263088901314048e-03,-4.733215133338235958e+00,9.999995116615906232e-01
5.675603381166389018e-04,2.017636288699195361e-03,-4.733215123038442051e+00,9.999995041339428958e-01
5.719180186001152988e-04,2.033127522454325920e-03,-4.733215112579880035e+00,9.999994964902576555e-01
5.763091569873968244e-04,2.048737696417402606e-03,-4.733215101960102089e+00,9.999994887287476653e-01
5.807340101654505805e-04,2.064467723797135459e-03,-4.733215091176621314e+00,9.999994808475949348e-01
5.851928369936021434e-04,2.080318524813686704e-03,-4.733215080226916172e+00,9.999994728449561610e-01
5.896858983186751462e-04,2.096291026752483168e-03,-4.733215069108424267e+00,9.999994647189589525e-01
5.942134569902551107e-04,2.112386164018474968e-03,-4.733215057818543237e+00,9.999994564677001652e-01
5.987757778760631087e-04,2.128604878190790139e-03,-4.733215046354630751e+00,9.999994480892515636e-01
6.033731278774520472e-04,2.144948118077809069e-03,-4.733215034714004510e+00,9.999994395816502735e-01
6.080057759450230824e-04,2.161416839772685190e-03,-4.733215022893941359e+00,9.999994309429062200e-01
6.126739930943546830e-04,2.178012006709252515e-03,-4.733215010891672847e+00,9.999994221709982423e-01
6.173780524218625563e-04,2.194734589718403284e-03,-4.733214998704394105e+00,9.999994132638732047e-01
6.221182291207715724e-04,2.211585567084863296e-03,-4.733214986329249641e+00,9.999994042194469968e-01
6.268948004972190943e-04,2.228565924604433875e-03,-4.733214973763346656e+00,9.999993950356028671e-01
6.317080459864732322e-04,2.245676655641643243e-03,-4.733214961003741728e+00,9.999993857101919792e-01
6.365582471692854318e-04,2.262918761187873631e-03,-4.733214948047451465e+00,9.999993762410321896e-01
6.414456877883579870e-04,2.280293249919897788e-03,-4.733214934891441850e+00,9.999993666259071601e-01
6.463706537649463197e-04,2.297801138258895141e-03,-4.733214921532635344e+00,9.999993568625669127e-01
6.513334332155865927e-04,2.315443450429913348e-03,-4.733214907967906449e+00,9.999993469487272746e-01
6.563343164689472474e-04,2.333221218521766560e-03,-4.733214894194079925e+00,9.999993368820679907e-01
6.613735960828182351e-04,2.351135482547430690e-03,-4.733214880207932573e+00,9.999993266602338338e-01
6.664515668612209197e-04,2.369187290504858913e-03,-4.733214866006193233e+00,9.999993162808321623e-01
6.715685258716599026e-04,2.387377698438308479e-03,-4.733214851585536564e+00,9.999993057414342523e-01
6.767247724624963871e-04,2.405707770500095568e-03,-4.733214836942588377e+00,9.999992950395742985e-01
6.819206082804657411e-04,2.424178579012863620e-03,-4.733214822073922079e+00,9.999992841727474158e-01
6.871563372883192009e-04,2.442791204532293592e-03,-4.733214806976059563e+00,9.999992731384109712e-01
6.924322657826092325e-04,2.461546735910323785e-03,-4.733214791645466768e+00,9.999992619339828082e-01
6.977487024116085746e-04,2.480446270358845420e-03,-4.733214776078555452e+00,9.999992505568410239e-01
7.031059581933631801e-04,2.499490913513873532e-03,-4.733214760271684085e+00,9.999992390043236368e-01
7.085043465338921763e-04,2.518681779500240876e-03,-4.733214744221154291e+00,9.999992272737262544e-01
7.139441832455166274e-04,2.538019990996749371e-03,-4.733214727923208187e+00,9.999992153623044056e-01
7.194257865653411708e-04,2.557506679301865815e-03,-4.733214711374033712e+00,9.999992032672707643e-01
7.249494771738647803e-04,2.577142984399874263e-03,-4.733214694569756631e+00,9.999991909857957051e-01
7.305155782137477639e-04,2.596930055027583950e-03,-4.733214677506445867e+00,9.999991785150036394e-01
