Xi,fb_core,eta,f_r,f_rho,eps,converged,nodes,method,valid
0.1,0.2,1.0,0.8046329923740807,1.514831534074489,-0.6907380204093928,1,0,direct,1
0.1,0.2,1.5,0.805598856522114,1.5752878595204336,-0.8525847564475777,1,0,direct,1
0.1,0.2,2.0,0.8036080332047207,1.6332687757935573,-1.0956459535978371,1,0,direct,1
0.1,0.2,5.0,0.7960267737327792,1.7829418527697753,-4.267139633377656,1,0,direct,1
0.1,0.3,0.1,0.6378373126816922,1.9168189820707666,-0.506970135876536,1,0,direct,1
0.1,0.3,0.3,0.713696514530637,1.754065268460728,-0.563822875345187,1,0,direct,1
0.1,0.3,0.5,0.7474044910984295,1.6954155774676003,-0.6114850621205433,1,0,direct,1
0.1,0.3,1.0,0.7729848940209659,1.7148523735451773,-0.76267700493101,1,0,direct,1
0.1,0.3,1.5,0.775474345302795,1.7963481970129285,-1.0145829142342457,1,0,direct,1
0.1,0.3,2.0,0.7738201829549006,1.8723328261592862,-1.3884775756147247,1,0,direct,1
0.1,0.3,5.0,0.7666092264123964,2.0542844101951094,-6.17245129469463,1,0,direct,1
0.1,0.4,0.1,0.5769528128673821,2.320200621026922,-0.5031385811140553,1,0,direct,1
0.1,0.4,0.3,0.6703008542121727,2.0284010271822037,-0.5750044653460421,1,0,direct,1
0.1,0.4,0.5,0.7122736167055602,1.9243057084280972,-0.6380601358698977,1,0,direct,1
0.1,0.4,1.0,0.7450557739350853,1.92852452424762,-0.845465464333386,1,0,direct,1
0.1,0.4,1.5,0.7493343584348479,2.023371388099658,-1.1907097966972089,1,0,direct,1
0.1,0.4,2.0,0.7483609689228108,2.11097295099064,-1.6979921027394769,1,0,direct,1
0.1,0.4,5.0,0.7422366255486254,2.311273204667319,-8.098637576340343,1,0,direct,1
0.1,0.5,0.1,0.5257370466519702,2.8321511522506246,-0.5120373553852225,1,0,direct,1
0.1,0.5,0.3,0.6323574545022159,2.3482671426665274,-0.5956920648671501,1,0,direct,1
0.1,0.5,0.5,0.6811220460705409,2.1798436074471925,-0.6732336423654862,1,0,direct,1
0.1,0.5,1.0,0.7202959321518941,2.1536126294239364,-0.9379883798218989,1,0,direct,1
0.1,0.5,1.5,0.7264427144680109,2.2540978139308967,-1.3784728607195937,1,0,direct,1
0.1,0.5,2.0,0.7262956212782863,2.347989494871038,-2.0204289625169167,1,0,direct,1
0.1,0.5,5.0,0.7215128422227602,2.5571829180638224,-10.039357312609665,1,0,direct,1
0.1,0.8,0.1,0.41636968133380226,5.1998103653452885,-0.6189954967141014,1,0,direct,1
0.1,0.8,0.3,0.5445520313345308,3.5959692036403927,-0.7138422333217591,1,0,direct,1
0.1,0.8,0.5,0.606760143598708,3.096101565066679,-0.826661811162635,1,0,direct,1
0.1,0.8,1.0,0.6606829293538383,2.8779777785103953,-1.2631975975089984,1,0,direct,1
0.1,0.8,1.5,0.6720346628574221,2.9546738717739554,-1.9933646105593035,1,0,direct,1
0.1,0.8,2.0,0.6744168674921845,3.0443654139315455,-3.041632849726733,1,0,direct,1
0.1,0.8,5.0,0.6736357124332103,3.2463339206706525,-15.916867322512168,1,0,direct,1
0.2,0.0,0.1,0.7643693036759377,1.3804948280519813,-0.5341309210438772,1,0,direct,1
0.2,0.0,0.3,0.7643693036759377,1.3804948280519813,-0.5341309210438772,1,0,direct,1
0.2,0.0,0.5,0.7643693036759377,1.3804948280519813,-0.5341309210438772,1,0,direct,1
0.2,0.0,1.0,0.7643693036759377,1.3804948280519813,-0.5341309210438772,1,0,direct,1
0.2,0.0,1.5,0.7643693036759377,1.3804948280519813,-0.5341309210438772,1,0,direct,1
0.2,0.0,2.0,0.7643693036759377,1.3804948280519813,-0.5341309210438772,1,0,direct,1
0.2,0.0,5.0,0.7643693036759377,1.3804948280519813,-0.5341309210438772,1,0,direct,1
0.2,0.05,0.1,0.7222580165658113,1.4999397597667672,-0.5202495459368596,1,0,direct,1
0.2,0.05,0.3,0.7364190832685866,1.481898497618565,-0.5300128825926816,1,0,direct,1
0.2,0.05,0.5,0.7426500471663926,1.475625303959619,-0.5376974352667979,1,0,direct,1
0.2,0.05,1.0,0.7471466721203867,1.4843960559597509,-0.5607195421414501,1,0,direct,1
0.2,0.05,1.5,0.747287887960428,1.5052368001817464,-0.598941748781168,1,0,direct,1
0.2,0.05,2.0,0.7465972852357996,1.5268044609640257,-0.6568936779525161,1,0,direct,1
0.2,0.05,5.0,0.7436556900187414,1.5953789272994499,-1.4379297234421053,1,0,direct,1
0.2,0.1,0.1,0.6828806948038026,1.6354671913358052,-0.5088103383142385,1,0,direct,1
0.2,0.1,0.3,0.710326958570978,1.5932280841376487,-0.5280503842772803,1,0,direct,1
0.2,0.1,0.5,0.7223393455960421,1.578182698926312,-0.5434849498321331,1,0,direct,1
0.2,0.1,1.0,0.7311269631249646,1.593733880425018,-0.5907548733921655,1,0,direct,1
0.2,0.1,1.5,0.7316211300594214,1.6337393530328037,-0.669530531731074,1,0,direct,1
0.2,0.1,2.0,0.7305687414593555,1.6739308063525562,-0.788341254878344,1,0,direct,1
0.2,0.1,5.0,0.7261397471092407,1.789955653111642,-2.3632439652164057,1,0,direct,1
0.2,0.15,0.1,0.646346541532428,1.7893418325670052,-0.4999928632383916,1,0,direct,1
0.2,0.15,0.3,0.6860166583771518,1.715207369652397,-0.5283377132859939,1,0,direct,1
0.2,0.15,0.5,0.7033534042535674,1.6883803817091916,-0.551538468870221,1,0,direct,1
0.2,0.15,1.0,0.7162038959389647,1.7081161169802335,-0.6241185794088433,1,0,direct,1
0.2,0.15,1.5,0.717213546744388,1.7651693809943607,-0.74533653295888,1,0,direct,1
0.2,0.15,2.0,0.7160307484786501,1.82107899940956,-0.9270809624299381,1,0,direct,1
0.2,0.15,5.0,0.7109485508402894,1.9715161481559507,-3.3023510607574393,1,0,direct,1
0.2,0.2,0.1,0.6126764479193819,1.9640182032308775,-0.4939728051165453,1,0,direct,1
0.2,0.2,0.3,0.6633998088797051,1.8485196883480868,-0.5309557969155106,1,0,direct,1
0.2,0.2,0.5,0.6855933674876072,1.806362456653686,-0.5618850582534287,1,0,direct,1
0.2,0.2,1.0,0.7022861041221606,1.827120779241044,-0.6606658264328378,1,0,direct,1
0.2,0.2,1.5,0.7039240213087826,1.8988217510549599,-0.8258232174035164,1,0,direct,1
0.2,0.2,2.0,0.7027844406554333,1.9677209512514515,-1.0719687750431424,1,0,direct,1
0.2,0.2,5.0,0.6975391238965277,2.1435591852176086,-4.251216368795119,1,0,direct,1
0.2,0.3,0.1,0.5535102217619343,2.3862920680802753,-0.4909688626356537,1,0,direct,1
0.2,0.3,0.3,0.6228149869883817,2.1515363104946266,-0.5434248978171285,1,0,direct,1
0.2,0.3,0.5,0.6534294835059242,2.0658931513038024,-0.5894741009068644,1,0,direct,1
0.2,0.3,1.0,0.6771082578181642,2.0772678993442177,-0.7426498765385325,1,0,direct,1
0.2,0.3,1.5,0.6802146498881833,2.1705611976397465,-0.9989048629102847,1,0,direct,1
0.2,0.3,2.0,0.6794772017167867,2.2582310761508877,-1.376638489262289,1,0,direct,1
0.2,0.3,5.0,0.6747001274526097,2.4666147612199407,-6.169321981640799,1,0,direct,1
0.2,0.4,0.1,0.5041736015479723,2.9238273167239384,-0.5008745831773845,1,0,direct,1
0.2,0.4,0.3,0.5877215004429598,2.506132959541861,-0.5657488579533921,1,0,direct,1
0.2,0.4,0.5,0.6251935917276954,2.3564944087121105,-0.6261127724969661,1,0,direct,1
0.2,0.4,1.0,0.6549935977490524,2.340841408293789,-0.8353211957602883,1,0,direct,1
0.2,0.4,1.5,0.6596908787031553,2.4454834912870878,-1.1853950161122917,1,0,direct,1
0.2,0.4,2.0,0.6595690436115221,2.5439569842874854,-1.6967912487142982,1,0,direct,1
0.2,0.4,5.0,0.6557311937246761,2.7687994986977844,-8.10618239631272,1,0,direct,1
0.2,0.5,0.1,0.46308412082572964,3.597261839103536,-0.5243093807524944,1,0,direct,1
0.2,0.5,0.3,0.5572955471272452,2.914443265619062,-0.5979072794307928,1,0,direct,1
0.2,0.5,0.5,0.600306790969438,2.6768876965089348,-0.6714238978146138,1,0,direct,1
0.2,0.5,1.0,0.6354361535110784,2.6148615002377555,-0.9373067054607165,1,0,direct,1
0.2,0.5,1.5,0.641724731128891,2.7213525427547984,-1.3826550773773523,1,0,direct,1
0.2,0.5,2.0,0.642301597590742,2.8244097177741847,-2.0286912657533818,1,0,direct,1
0.2,0.5,5.0,0.63955173067182,3.0552943919257394,-10.055963643306965,1,0,direct,1
0.2,0.8,0.1,0.3753319244040884,6.584414876964441,-0.6744799135579921,1,0,direct,1
0.2,0.8,0.3,0.48720819328078585,4.457645333028668,-0.7494441153375172,1,0,direct,1
0.2,0.8,0.5,0.5411325873360483,3.7949013884346865,-0.853564467132453,1,0,direct,1
0.2,0.8,1.0,0.588349966834373,3.476978059718064,-1.2873716283411558,1,0,direct,1
0.2,0.8,1.5,0.5989064639587249,3.5429343826852335,-2.0210861014571933,1,0,direct,1
0.2,0.8,2.0,0.6015234473566176,3.6345335186160934,-3.0725625184269725,1,0,direct,1
0.2,0.8,5.0,0.6019120702846364,3.847991570084692,-15.954219102455996,1,0,direct,1
0.35,0.0,0.1,0.606503243397099,1.8520956283656045,-0.48039621736511345,1,0,direct,1
0.35,0.0,0.3,0.606503243397099,1.8520956283656045,-0.48039621736511345,1,0,direct,1
0.35,0.0,0.5,0.606503243397099,1.8520956283656045,-0.48039621736511345,1,0,direct,1
0.35,0.0,1.0,0.606503243397099,1.8520956283656045,-0.48039621736511345,1,0,direct,1
0.35,0.0,1.5,0.606503243397099,1.8520956283656045,-0.48039621736511345,1,0,direct,1
0.35,0.0,2.0,0.606503243397099,1.8520956283656045,-0.48039621736511345,1,0,direct,1
0.35,0.0,5.0,0.606503243397099,1.8520956283656045,-0.48039621736511345,1,0,direct,1
0.35,0.05,0.1,0.5741761002833552,2.0386180823861646,-0.47490640008311513,1,0,direct,1
0.35,0.05,0.3,0.5866466189945716,2.006781704162624,-0.4838095379929508,1,0,direct,1
0.35,0.05,0.5,0.591800011151587,1.9949269054109273,-0.4912274813848915,1,0,direct,1
0.35,0.05,1.0,0.5954963899233705,2.0044157903051145,-0.515099861255037,1,0,direct,1
0.35,0.05,1.5,0.5958221925711373,2.0324862527803127,-0.5549593348342967,1,0,direct,1
0.35,0.05,2.0,0.5955053139744372,2.061784391383545,-0.6145579849627429,1,0,direct,1
0.35,0.05,5.0,0.5938791991240582,2.153942497329884,-1.4007095198214643,1,0,direct,1
0.35,0.1,0.1,0.544761564927575,2.2507465658892616,-0.4724461962734256,1,0,direct,1
0.35,0.1,0.3,0.5683552104627757,2.1760439970848218,-0.4897667832234964,1,0,direct,1
0.35,0.1,0.5,0.5781367083693245,2.147892501538033,-0.5045730764326183,1,0,direct,1
0.35,0.1,1.0,0.5852546400853871,2.1626056663012183,-0.5534326843794475,1,0,direct,1
0.35,0.1,1.5,0.5860161740502786,2.2147301440163205,-0.6353308040274398,1,0,direct,1
0.35,0.1,2.0,0.5855771312750394,2.2674716187009185,-0.7571797895526902,1,0,direct,1
0.35,0.1,5.0,0.5832219276345442,2.4173230766681564,-2.340613476873388,1,0,direct,1
0.35,0.15,0.1,0.5180571106230124,2.4914629722234785,-0.47316627838925424,1,0,direct,1
0.35,0.15,0.3,0.5514870399305061,2.3604877976267846,-0.4983124531489615,1,0,direct,1
0.35,0.15,0.5,0.5654237303224791,2.3109019921582408,-0.5204137502998551,1,0,direct,1
0.35,0.15,1.0,0.5757209405051499,2.32583287218011,-0.5951478920354092,1,0,direct,1
0.35,0.15,1.5,0.576987448750338,2.39776424187097,-0.7207235746860365,1,0,direct,1
0.35,0.15,2.0,0.5765638602111495,2.468914931705713,-0.9065639623609667,1,0,direct,1
0.35,0.15,5.0,0.5739443868760138,2.657503588932106,-3.2924079840415184,1,0,direct,1
0.35,0.2,0.1,0.4938265424814201,2.7637554247641436,-0.47719071338984903,1,0,direct,1
0.35,0.2,0.3,0.5358976236486891,2.560573764203105,-0.5094670266474141,1,0,direct,1
0.35,0.2,0.5,0.5535597087301545,2.4837561465739033,-0.5387085077152322,1,0,direct,1
0.35,0.2,1.0,0.56681704113048,2.493321643756388,-0.6399932757538679,1,0,direct,1
0.35,0.2,1.5,0.5686444483814771,2.5808254911460984,-0.8104603009662795,1,0,direct,1
0.35,0.2,2.0,0.5683244826237125,2.6661361521434506,-1.0614430291369745,1,0,direct,1
0.35,0.2,5.0,0.5657076827427502,2.8813647359851746,-4.252380201386371,1,0,direct,1
0.35,0.3,0.1,0.45187765808252794,3.4145042584858802,-0.4954839475345797,1,0,direct,1
0.35,0.3,0.3,0.5081152645335447,3.008715036245569,-0.5395669965715933,1,0,direct,1
0.35,0.3,0.5,0.5321210266073529,2.8577591515738923,-0.5824063512018709,1,0,direct,1
0.35,0.3,1.0,0.5506725147300193,2.8383599486817754,-0.7380956243308292,1,0,direct,1
0.35,0.3,1.5,0.5536960101647256,2.9450408301476645,-1.000761211087053,1,0,direct,1
0.35,0.3,2.0,0.5537432855751347,3.048555890181087,-1.3840736884562008,1,0,direct,1
0.35,0.3,5.0,0.5515454064273346,3.294297726661491,-6.1890772976030535,1,0,direct,1
0.35,0.4,0.1,0.4171487492659582,4.223652641565165,-0.5276288156217154,1,0,direct,1
0.35,0.4,0.3,0.4841668524863286,3.5209775072111262,-0.5797867183611843,1,0,direct,1
0.35,0.4,0.5,0.5132921096148892,3.2667712885084703,-0.6350296677685698,1,0,direct,1
0.35,0.4,1.0,0.5364164857585965,3.1930464276558945,-0.8459173382065042,1,0,direct,1
0.35,0.4,1.5,0.5406625332746146,3.304775617226836,-1.2026543328714077,1,0,direct,1
0.35,0.4,2.0,0.5411800936106759,3.4163633209501962,-1.7197250433132163,1,0,direct,1
0.35,0.4,5.0,0.5396268747624036,3.673883641425818,-8.14101608178976,1,0,direct,1
0.35,0.5,0.1,0.3881748061886138,5.20706066761942,-0.5733909619135469,1,0,direct,1
0.35,0.5,0.3,0.4633658095656001,4.095661440443886,-0.629582166772071,1,0,direct,1
0.35,0.5,0.5,0.49664172853450245,3.7070375720395545,-0.6958136815071138,1,0,direct,1
0.35,0.5,1.0,0.5237343509221437,3.5539090229427948,-0.9619012955103109,1,0,direct,1
0.35,0.5,1.5,0.529153135208269,3.6588707888240846,-1.4136050795218391,1,0,direct,1
0.35,0.5,2.0,0.5301679191837808,3.7712504384612937,-2.065061071675678,1,0,direct,1
0.35,0.5,5.0,0.529338840325779,4.02917248894651,-10.103398309443635,1,0,direct,1
0.35,0.8,0.1,0.3251152396713795,9.28294569163643,-0.7851837319176534,1,0,direct,1
0.35,0.8,0.3,0.41486737991386025,6.157333799465687,-0.8292151419665218,1,0,direct,1
0.35,0.8,0.5,0.456599945646659,5.177364120404602,-0.9193272577595051,1,0,direct,1
0.35,0.8,1.0,0.49276764192159817,4.651649813998035,-1.3471654386650176,1,0,direct,1
0.35,0.8,1.5,0.5012629350664726,4.6849059991563795,-2.0848835571263393,1,0,direct,1
0.35,0.8,2.0,0.5036830075488059,4.772583561213902,-3.140319944171858,1,0,direct,1
0.35,0.8,5.0,0.5048894030610503,4.995224334870815,-16.03012942095313,1,0,direct,1
0.5,0.0,0.1,0.4824991656548742,2.6045389378392403,-0.4559042639832829,1,0,direct,1
0.5,0.0,0.3,0.4824991656548742,2.6045389378392403,-0.4559042639832829,1,0,direct,1
0.5,0.0,0.5,0.4824991656548742,2.6045389378392403,-0.4559042639832829,1,0,direct,1
0.5,0.0,1.0,0.4824991656548742,2.6045389378392403,-0.4559042639832829,1,0,direct,1
0.5,0.0,1.5,0.4824991656548742,2.6045389378392403,-0.4559042639832829,1,0,direct,1
0.5,0.0,2.0,0.4824991656548742,2.6045389378392403,-0.4559042639832829,1,0,direct,1
0.5,0.0,5.0,0.4824991656548742,2.6045389378392403,-0.4559042639832829,1,0,direct,1
0.5,0.05,0.1,0.4600402467365818,2.898039468168152,-0.46068241582707353,1,0,direct,1
0.5,0.05,0.3,0.46982755053567266,2.840744684561185,-0.46837711862355297,1,0,direct,1
0.5,0.05,0.5,0.4735644925919929,2.8180030655171353,-0.4753814018745762,1,0,direct,1
0.5,0.05,1.0,0.4761496834437961,2.8243095228116135,-0.5001391331241356,1,0,direct,1
0.5,0.05,1.5,0.47646265463573545,2.8591912297134594,-0.5418455600297878,1,0,direct,1
0.5,0.05,2.0,0.47635126093024605,2.8962434411351086,-0.6033008273742656,1,0,direct,1
0.5,0.05,5.0,0.47557867445209023,3.011371680121892,-1.3951047306556845,1,0,direct,1
0.5,0.1,0.1,0.43975556459722304,3.229324979167365,-0.46892470303062733,1,0,direct,1
0.5,0.1,0.3,0.45814673628410774,3.096181619366471,-0.4835926133355516,1,0,direct,1
0.5,0.1,0.5,0.4652158910473003,3.0433887161994435,-0.49744041637645686,1,0,direct,1
0.5,0.1,1.0,0.47020699266786786,3.0481159633930406,-0.5477908422455471,1,0,direct,1
0.5,0.1,1.5,0.4708928712481274,3.1102293894814514,-0.6329584698966495,1,0,direct,1
0.5,0.1,2.0,0.4707726405261201,3.174487307632953,-0.7579568276985025,1,0,direct,1
0.5,0.1,5.0,0.4696810671262092,3.355212401895202,-2.3499289039035967,1,0,direct,1
0.5,0.15,0.1,0.421409514772114,3.6013299084551162,-0.48068078583001866,1,0,direct,1
0.5,0.15,0.3,0.44732158797640925,3.370839222358214,-0.5015078539220651,1,0,direct,1
0.5,0.15,0.5,0.45740080646112985,3.28002127975917,-0.5219787727979096,1,0,direct,1
0.5,0.15,1.0,0.4646412647359455,3.274844680394658,-0.5985161795295894,1,0,direct,1
0.5,0.15,1.5,0.46573073555209377,3.357177894400993,-0.7283772561293617,1,0,direct,1
0.5,0.15,2.0,0.4656706478849032,3.4411730311132933,-0.918202768245548,1,0,direct,1
0.5,0.15,5.0,0.46450343443812725,3.662798629635084,-3.3139981113884827,1,0,direct,1
0.5,0.2,0.1,0.404769628458133,4.016675162429597,-0.4959616391133401,1,0,direct,1
0.5,0.2,0.3,0.43728898455219267,3.6645075982184965,-0.522058180176988,1,0,direct,1
0.5,0.2,0.5,0.4500628850421628,3.527164993998272,-0.5488822381962061,1,0,direct,1
0.5,0.2,1.0,0.4594040051092412,3.5035901195016304,-0.6520029041847247,1,0,direct,1
0.5,0.2,1.5,0.46091537043470304,3.5998655562115824,-0.8274200488999454,1,0,direct,1
0.5,0.2,2.0,0.4609590501419887,3.6978478195271545,-1.0828846778512893,1,0,direct,1
0.5,0.2,5.0,0.45984735275565386,3.945608472607312,-4.284372288675125,1,0,direct,1
0.5,0.3,0.1,0.37582940438846685,4.98598912232498,-0.536966958952771,1,0,direct,1
0.5,0.3,0.3,0.4192658425041252,4.307196226827357,-0.5707241115053271,1,0,direct,1
0.5,0.3,0.5,0.4366935054228224,4.049938352361059,-0.6092986519856174,1,0,direct,1
0.5,0.3,1.0,0.44981418232675324,3.9643767586557166,-0.7661752260415126,1,0,direct,1
0.5,0.3,1.5,0.4522032197178275,4.0725623792246015,-1.0343249399355976,1,0,direct,1
0.5,0.3,2.0,0.45252819781229375,4.185948268995147,-1.4224609145155145,1,0,direct,1
0.5,0.3,5.0,0.45171516150366153,4.4597575005394114,-6.238017119209233,1,0,direct,1
0.5,0.4,0.1,0.35164019209344594,6.150511756996936,-0.5914087123015936,1,0,direct,1
0.5,0.4,0.3,0.40354957744860664,5.0196798871325,-0.6288111167843626,1,0,direct,1
0.5,0.4,0.5,0.4248032604753202,4.605701429887733,-0.6777131209726118,1,0,direct,1
0.5,0.4,1.0,0.44123190486351677,4.426288828035774,-0.8884426769826982,1,0,direct,1
0.5,0.4,1.5,0.4444866134776168,4.529234139699353,-1.250505193445133,1,0,direct,1
0.5,0.4,2.0,0.4451365418745199,4.646340081001659,-1.7722610741254101,1,0,direct,1
0.5,0.4,5.0,0.44473567332676595,4.925729638569472,-8.203437253488172,1,0,direct,1
0.5,0.5,0.1,0.33117930820277136,7.517512958104419,-0.6584672494275731,1,0,direct,1
0.5,0.5,0.3,0.38972673308954275,5.7961749304565195,-0.6954660065240866,1,0,direct,1
0.5,0.5,0.5,0.4141576385536942,5.188916101411464,-0.753197010141653,1,0,direct,1
0.5,0.5,1.0,0.4334882168430868,4.8867628745781495,-1.0173652899999768,1,0,direct,1
0.5,0.5,1.5,0.4375728523273891,4.971272016166748,-1.4738558901946035,1,0,direct,1
0.5,0.5,2.0,0.4385560906873698,5.084246316564266,-2.1296396622173845,1,0,direct,1
0.5,0.5,5.0,0.4385987673875739,5.357375146528648,-10.176986847522873,1,0,direct,1
0.5,0.8,0.1,0.28536755901406424,12.843915989293883,-0.9262669515905435,1,0,direct,1
0.5,0.8,0.3,0.3566930582002907,8.449023583716198,-0.9388054411306098,1,0,direct,1
0.5,0.8,0.5,0.38793761354365525,7.058806245293055,-1.0142490881544068,1,0,direct,1
0.5,0.8,1.0,0.41412837280284415,6.246984401089603,-1.4341432233030231,1,0,direct,1
0.5,0.8,1.5,0.42038246595789164,6.223056422323679,-2.1742773271958367,1,0,direct,1
0.5,0.8,2.0,0.4223092998786195,6.29617885813119,-3.2326464686953824,1,0,direct,1
0.5,0.8,5.0,0.42362570603561456,6.514547245136638,-16.12885638390349,1,0,direct,1
0.75,0.0,0.1,0.3453633972971423,4.953916837329192,-0.4946744708698128,1,0,direct,1
0.75,0.0,0.3,0.3453633972971423,4.953916837329192,-0.4946744708698128,1,0,direct,1
0.75,0.0,0.5,0.3453633972971423,4.953916837329192,-0.4946744708698128,1,0,direct,1
0.75,0.0,1.0,0.3453633972971423,4.953916837329192,-0.4946744708698128,1,0,direct,1
0.75,0.0,1.5,0.3453633972971423,4.953916837329192,-0.4946744708698128,1,0,direct,1
0.75,0.0,2.0,0.3453633972971423,4.953916837329192,-0.4946744708698128,1,0,direct,1
0.75,0.0,5.0,0.3453633972971423,4.953916837329192,-0.4946744708698128,1,0,direct,1
0.75,0.05,0.1,0.3338135763982881,5.536762423510013,-0.5186242163262403,1,0,direct,1
0.75,0.05,0.3,0.3397310368155989,5.394126529308359,-0.523480435608987,1,0,direct,1
0.75,0.05,0.5,0.3416738777258747,5.333376344144316,-0.5293270511016668,1,0,direct,1
0.75,0.05,1.0,0.3429503431450986,5.3142003477037605,-0.5549093014616123,1,0,direct,1
0.75,0.05,1.5,0.34315649739915477,5.350536506986926,-0.5991922647519413,1,0,direct,1
0.75,0.05,2.0,0.34316609761285344,5.3930673586645765,-0.6632771350971624,1,0,direct,1
0.75,0.05,5.0,0.3429947030035352,5.525112779284486,-1.46293197827212,1,0,direct,1
0.75,0.1,0.1,0.32323923894833856,6.175467753651105,-0.5459728389668478,1,0,direct,1
0.75,0.1,0.3,0.3344441885573923,5.855704261232452,-0.5546968655691535,1,0,direct,1
0.75,0.1,0.5,0.3381715281273633,5.721813827058101,-0.5660490443975493,1,0,direct,1
0.75,0.1,1.0,0.3406652928247013,5.669459459287447,-0.6174664330057755,1,0,direct,1
0.75,0.1,1.5,0.3410918950019739,5.7289964200992705,-0.7068804227988204,1,0,direct,1
0.75,0.1,2.0,0.34114010865541095,5.79924648230915,-0.8360484712127989,1,0,direct,1
0.75,0.1,5.0,0.3409213083685022,6.000825227976493,-2.4391544227861774,1,0,direct,1
0.75,0.15,0.1,0.31356024804556176,6.871057188974198,-0.5766080983760777,1,0,direct,1
0.75,0.15,0.3,0.32947445686844906,6.337333466674674,-0.5881904825682883,1,0,direct,1
0.75,0.15,0.5,0.3348414541356006,6.118010150653977,-0.6046875955107021,1,0,direct,1
0.75,0.15,1.0,0.33848758076367175,6.01957414718442,-0.6820571558485837,1,0,direct,1
0.75,0.15,1.5,0.33914419041701993,6.091921807522022,-0.817167786939277,1,0,direct,1
0.75,0.15,2.0,0.33924960415298716,6.1799083073289145,-1.012023380266026,1,0,direct,1
0.75,0.15,5.0,0.3390443162601916,6.421350546303699,-3.4203279603933545,1,0,direct,1
0.75,0.2,0.1,0.30465292487172,7.624055626540408,-0.6104090528070946,1,0,direct,1
0.75,0.2,0.3,0.32478891015704575,6.83771765320499,-0.6238319415682575,1,0,direct,1
0.75,0.2,0.5,0.33167398773230117,6.520880245445344,-0.6451020945545639,1,0,direct,1
0.75,0.2,1.0,0.33641672257417243,6.36455783768173,-0.7484428313708279,1,0,direct,1
0.75,0.2,1.5,0.33730721993180207,6.441375675092911,-0.9296314640695466,1,0,direct,1
0.75,0.2,2.0,0.33748051088785097,6.540021829719067,-1.1905577970993975,1,0,direct,1
0.75,0.2,5.0,0.3373255173469901,6.804288989214655,-4.405002873005596,1,0,direct,1
0.75,0.3,0.1,0.2888312721727357,9.302936675699032,-0.6870125114633855,1,0,direct,1
0.75,0.3,0.3,0.31617769082888453,7.889723584646421,-0.7010719212013162,1,0,direct,1
0.75,0.3,0.5,0.3257701139472775,7.343046375082766,-0.7307571402749912,1,0,direct,1
0.75,0.3,1.0,0.33254323389141155,7.039544947847504,-0.8858358481168492,1,0,direct,1
0.75,0.3,1.5,0.3339009779382995,7.106149566818745,-1.1598693981153447,1,0,direct,1
0.75,0.3,2.0,0.3342292506732832,7.211743526142033,-1.5536061598965158,1,0,direct,1
0.75,0.3,5.0,0.33422847122612614,7.492584776306632,-6.3817798559095085,1,0,direct,1
0.75,0.4,0.1,0.2752112935823226,11.211100686877389,-0.774818020157203,1,0,direct,1
0.75,0.4,0.3,0.30844594657065155,9.002354024947707,-0.7855179827612025,1,0,direct,1
0.75,0.4,0.5,0.3203714522585505,8.182101306481293,-0.8221230363840709,1,0,direct,1
0.75,0.4,1.0,0.32899329427773194,7.69564615795254,-1.0284017590425827,1,0,direct,1
0.75,0.4,1.5,0.3307978909043234,7.733239920292131,-1.3957532778545862,1,0,direct,1
0.75,0.4,2.0,0.3312922106820102,7.833263291687094,-1.9227701344772021,1,0,direct,1
0.75,0.4,5.0,0.3314798816011473,8.108879773958902,-8.365591187032795,1,0,direct,1
0.75,0.5,0.1,0.2633524645637953,13.344796573687407,-0.872944582794691,1,0,direct,1
0.75,0.5,0.3,0.3014577818790674,10.167385977008058,-0.8763935520436151,1,0,direct,1
0.75,0.5,0.5,0.31541080851499526,9.03338981109806,-0.9184689942709474,1,0,direct,1
0.75,0.5,1.0,0.3257052979753617,8.334288895722223,-1.1752375292278774,1,0,direct,1
0.75,0.5,1.5,0.32794805453381265,8.329532644685294,-1.6360818074469272,1,0,direct,1
0.75,0.5,2.0,0.32861093208485037,8.416046048412351,-2.2965897075604156,1,0,direct,1
0.75,0.5,5.0,0.32899712917326807,8.67436836813777,-10.354439988779864,1,0,direct,1
0.75,0.8,0.1,0.23543921780822935,21.041441861077296,-1.2220731542545493,1,0,direct,1
0.75,0.8,0.3,0.2839383021345474,13.91142346323047,-1.181469784549961,1,0,direct,1
0.75,0.8,0.5,0.30263534393093006,11.629503951454495,-1.231898499533106,1,0,direct,1
0.75,0.8,1.0,0.3171083188505523,10.159256730130165,-1.6353542489598596,1,0,direct,1
0.75,0.8,1.5,0.32054257957891363,9.9778274933824,-2.3764837724360555,1,0,direct,1
0.75,0.8,2.0,0.32167933924188713,9.997731461885932,-3.4377326391703606,1,0,direct,1
0.75,0.8,5.0,0.3226487309236517,10.169511313871245,-16.341165217903114,1,0,direct,1
1.0,0.0,0.1,0.26405379847297644,9.505507879131597,-0.6379888503275755,1,0,direct,1
1.0,0.0,0.3,0.26405379847297644,9.505507879131597,-0.6379888503275755,1,0,direct,1
1.0,0.0,0.5,0.26405379847297644,9.505507879131597,-0.6379888503275755,1,0,direct,1
1.0,0.0,1.0,0.26405379847297644,9.505507879131597,-0.6379888503275755,1,0,direct,1
1.0,0.0,1.5,0.26405379847297644,9.505507879131597,-0.6379888503275755,1,0,direct,1
