Xi,fb_core,eta,f_r,f_rho,eps,converged,nodes,method,valid
0.01,0.5,1.5,0.8068151607836405,1.917153614423188,-1.385787846794231,1,0,direct,1
0.01,0.5,2.0,0.8056739316348277,2.001824214952228,-2.0238938800052173,1,0,direct,1
0.01,0.5,5.0,0.7985615284132314,2.1905138331905656,-10.034848751941087,1,0,direct,1
0.01,0.8,0.1,0.4597013844315093,4.197922206493913,-0.5823398641257972,1,0,direct,1
0.01,0.8,0.3,0.6028517796874705,2.9739183935702043,-0.6941628939387233,1,0,direct,1
0.01,0.8,0.5,0.6718480292480865,2.5906518277863966,-0.8142029687172185,1,0,direct,1
0.01,0.8,1.0,0.7303866054037106,2.4398633971367265,-1.2523370280752604,1,0,direct,1
0.01,0.8,1.5,0.7417660494483811,2.5203859484053672,-1.9787812498509325,1,0,direct,1
0.01,0.8,2.0,0.7435868204405442,2.60612731105969,-3.0238120260500803,1,0,direct,1
0.01,0.8,5.0,0.7412462696470224,2.7952985302622473,-15.892633357366837,1,0,direct,1
0.03,0.0,0.1,0.9648465454663807,1.044822960273296,-0.6225746003559618,1,0,direct,1
0.03,0.0,0.3,0.9648465454663807,1.044822960273296,-0.6225746003559618,1,0,direct,1
0.03,0.0,0.5,0.9648465454663807,1.044822960273296,-0.6225746003559618,1,0,direct,1
0.03,0.0,1.0,0.9648465454663807,1.044822960273296,-0.6225746003559618,1,0,direct,1
0.03,0.0,1.5,0.9648465454663807,1.044822960273296,-0.6225746003559618,1,0,direct,1
0.03,0.0,2.0,0.9648465454663807,1.044822960273296,-0.6225746003559618,1,0,direct,1
0.03,0.0,5.0,0.9648465454663807,1.044822960273296,-0.6225746003559618,1,0,direct,1
0.03,0.05,0.1,0.9176957064847128,1.1197154843675883,-0.6013898574200304,1,0,direct,1
0.03,0.05,0.3,0.9311113045088584,1.109644274149261,-0.6118597179591556,1,0,direct,1
0.03,0.05,0.5,0.9372722618355801,1.1063700142113917,-0.6197767398903767,1,0,direct,1
0.03,0.05,1.0,0.9414804373539621,1.1130750661619366,-0.6421313312475011,1,0,direct,1
0.03,0.05,1.5,0.941029221140527,1.1273203723981207,-0.6790392027358773,1,0,direct,1
0.03,0.05,2.0,0.9397433051452412,1.141953083670289,-0.7356699447604222,1,0,direct,1
0.03,0.05,5.0,0.9350636926016302,1.1886796055251434,-1.5125683452164647,1,0,direct,1
0.03,0.1,0.1,0.8714748845672656,1.2038437896491125,-0.5820455842190333,1,0,direct,1
0.03,0.1,0.3,0.8986209877091459,1.1805473464608327,-0.6028380150177206,1,0,direct,1
0.03,0.1,0.5,0.9109077236272557,1.1727162571337606,-0.6187891075695924,1,0,direct,1
0.03,0.1,1.0,0.9194501504179555,1.1853594159648484,-0.6646778269780602,1,0,direct,1
0.03,0.1,1.5,0.9189309072976546,1.2133994845579446,-0.7407100581170225,1,0,direct,1
0.03,0.1,2.0,0.9168340934910042,1.2414909035386632,-0.8567956850407659,1,0,direct,1
0.03,0.1,5.0,0.9094810993993,1.3238667976557024,-2.4236782686352902,1,0,direct,1
0.03,0.15,0.1,0.8266769320935513,1.298576674666136,-0.5646935234531312,1,0,direct,1
0.03,0.15,0.3,0.8674874241286566,1.2580876630188607,-0.5956107135579608,1,0,direct,1
0.03,0.15,0.5,0.8857651345033681,1.2441220384849698,-0.6196847637506311,1,0,direct,1
0.03,0.15,1.0,0.8986884811542374,1.261585486675689,-0.6902002610991373,1,0,direct,1
0.03,0.15,1.5,0.8984059554201128,1.3026445797009694,-0.8072842482755515,1,0,direct,1
0.03,0.15,2.0,0.8958674440205227,1.3428437614119408,-0.9850269880059898,1,0,direct,1
0.03,0.15,5.0,0.8871029113299405,1.4531651192955768,-3.3493769371754305,1,0,direct,1
0.03,0.2,0.1,0.7837234146252041,1.4054694598243551,-0.5494947094025212,1,0,direct,1
0.03,0.2,0.3,0.8377930631651178,1.3428323328269642,-0.5902769128191732,1,0,direct,1
